scenario,description,real_estate_mode,lp_initial_capital,initial_re_cash_deployed,initial_re_gross_asset_value,initial_re_debt_balance,initial_re_assumed_liabilities,initial_re_net_equity_value,initial_re_entry_equity_cushion,initial_re_value_to_new_equity_multiple,final_re_gross_asset_value,final_re_debt_balance,final_re_assumed_liabilities,final_re_net_equity_value,final_re_dscr,total_re_debt_service,total_re_capex,total_deal_refi_proceeds,total_re_cashflow_shortfall,total_acquisition_equity_required,total_acquisition_funded_from_retained_cash,total_acquisition_funded_from_reserve,total_acquisition_failed_loss,total_acquisition_unfunded_shortfall,years_modelled,lp_hurdle_moic,lp_hurdle_amount,lp_cash_distributions,lp_cash_moic,lp_economic_moic,lp_irr,lp_cash_irr,lp_economic_irr,gp_cash_irr_if_co_investment,gp_total_value_multiple_if_co_investment,lp_hurdle_achieved,year_hurdle_achieved,liquidity_constrained,final_fund_nav,final_refinance_liability,gp_cumulative_fees,gp_residual_nav,gp_total_economics,gp_residual_nav_pct_initial_lp_capital,gp_total_economics_pct_initial_lp_capital,gp_cumulative_fees_first_n_years,gp_average_annual_fees_first_n_years,gp_survivability_risk,years_with_zero_lp_distribution,years_with_distribution_below_target_yield,longest_zero_distribution_streak,longest_below_target_yield_streak,years_until_first_distribution,lp_time_under_1x_cash_moic,lp_time_under_1x_economic_moic,lp_final_unrecovered_hurdle,lp_redeemed_by_model_end,total_re_cashflow_generated,total_hf_harvest_generated,total_reinvested_into_hf,total_distributed_to_lp,total_added_to_reserve,pct_total_cash_distributed,pct_total_cash_reinvested,pct_total_cash_reserved,years_until_lp_1x_cash_return,years_until_lp_2x_cash_return,lp_cashflow_profile_type,hurdle_completion_trigger_enabled,backend_liquidity_strategy_enabled,backend_liquidity_target_years,backend_liquidity_refi_first,backend_liquidity_max_refi_pct_of_re_nav,backend_liquidity_max_hf_liquidation_pct,hurdle_trigger_executed,hurdle_trigger_year,total_trigger_cash_from_retained_cash,total_trigger_cash_from_reserve,total_trigger_cash_from_hf_liquidation,total_trigger_cash_from_refi,total_trigger_cash_from_re_sale,lp_hurdle_shortfall_after_final_trigger,primary_flag,all_flags
lp_distribution_strategy_sweep__slow_grind__lp_distribution_40,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | 40% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11439880.8757551,0.0,0.0,11439880.8757551,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2.0,20000000.0,20000000.0,2.0,2.0,0.053120898480915946,0.053120898480915946,0.053120898480915946,,,True,15.0,True,13412146.901430504,1795250.662731504,440982.13136326516,13412146.901430504,13853129.03279377,1.3412146901430504,1.385312903279377,132703.02408,26540.604816,True,0,0,0,0,1,14,0,0.0,True,10243518.835276429,0.0,3841319.5632286607,20000000.0,2304791.737937196,1.9524540659918928,0.375,0.22499999999999998,15.0,15.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,15.0,0.0,2804791.737937196,11302550.065220727,1795250.662731504,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__slow_grind__lp_distribution_50,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | 50% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11439880.8757551,0.0,0.0,11439880.8757551,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2.0,20000000.0,20000000.0,2.0,2.0,0.054776578120734776,0.054776578120734776,0.054776578120734776,,,True,15.0,True,12439502.3085153,2364679.1256167144,440982.13136326516,12439502.3085153,12880484.439878564,1.24395023085153,1.2880484439878563,132703.02408,26540.604816,True,0,0,0,0,1,14,0,0.0,True,10243518.835276429,0.0,3201099.6360238837,20000000.0,1920659.7816143304,1.9524540659918928,0.3125,0.1875,15.0,15.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,15.0,0.0,2420659.78161433,10092901.675130742,2364679.1256167144,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__slow_grind__lp_distribution_60,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | 60% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11668678.493270202,0.0,0.0,11668678.493270202,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,20000000.0,20000000.0,2.0,2.0,0.05376475894475696,0.05376475894475696,0.05376475894475696,,,True,16.0,True,13301658.837413574,1561728.1024978068,475301.77399053046,13301658.837413574,13776960.611404104,1.3301658837413575,1.3776960611404103,132703.02408,26540.604816,True,0,0,0,0,1,15,0,0.0,True,11138862.076771542,0.0,2784715.5191928856,20000000.0,1670829.3115157313,1.7955155438819066,0.25,0.15,16.0,16.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,16.0,0.0,2170829.3115157313,9584125.339923536,1561728.1024978068,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__slow_grind__lp_distribution_70,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | 70% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11668678.493270202,0.0,0.0,11668678.493270202,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,20000000.0,20000000.0,2.0,2.0,0.05568926108612482,0.05568926108612482,0.05568926108612482,,,True,16.0,True,12232242.373291165,2189745.7306400565,475301.77399053046,12232242.373291165,12707544.147281695,1.2232242373291164,1.2707544147281695,132703.02408,26540.604816,True,0,0,0,0,1,15,0,0.0,True,11138862.076771542,0.0,2088536.6393946644,20000000.0,1253121.9836367986,1.7955155438819066,0.18750000000000003,0.1125,16.0,16.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,16.0,0.0,1753121.9836367986,8259928.831983064,2189745.7306400565,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__slow_grind__lp_distribution_80,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | 80% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11668678.493270202,0.0,0.0,11668678.493270202,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,20000000.0,20000000.0,2.0,2.0,0.05773099528489656,0.05773099528489656,0.05773099528489656,,,True,16.0,True,11162825.909168767,2817763.3587823007,475301.77399053046,11162825.909168767,11638127.683159297,1.1162825909168768,1.1638127683159298,132703.02408,26540.604816,True,0,0,0,0,1,15,0,0.0,True,11138862.076771542,0.0,1392357.7595964428,20000000.0,835414.6557578656,1.7955155438819066,0.125,0.075,16.0,16.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,16.0,0.0,1335414.6557578656,6935732.3240426,2817763.3587823007,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__slow_grind__lp_distribution_90,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Slow real estate growth and uneven hedge fund returns; tests long-duration cash distribution drift. | 90% of generated cash to LP, minimal reinvestment/reserve build.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,11902052.063135605,0.0,0.0,11902052.063135605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2.0,20000000.0,20000000.0,2.0,2.0,0.05782087180571116,0.05782087180571116,0.05782087180571116,,,True,17.0,True,11703179.828652019,2196106.6699509006,510307.8094703411,11703179.828652019,12213487.63812236,1.170317982865202,1.221348763812236,132703.02408,26540.604816,True,0,0,0,0,1,15,0,0.0,True,12066336.025223631,0.0,754146.001576477,20000000.0,452487.60094588617,1.6575039811747103,0.0625,0.0375,16.0,17.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,17.0,0.0,952487.6009458862,5991703.306401944,2196106.6699509006,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__hedge_fund_failure_re_survival__lp_distribution_20,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Hedge fund sleeve suffers major impairment, while real estate survives and cash-flows. | 20% of generated cash to LP, remaining cash mostly reinvested.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13257099.10050528,0.0,0.0,13257099.10050528,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2.0,20000000.0,20000000.0,2.0,2.0,0.04288580664365327,0.04288580664365327,0.04288580664365327,,,True,18.0,True,13647340.331820443,2510865.735564107,627937.0812666987,13647340.331820443,14275277.413087143,1.3647340331820443,1.4275277413087142,147440.01486328125,29488.00297265625,True,0,0,0,0,1,17,0,0.0,True,16571626.72759616,0.0,8285813.36379808,20000000.0,4971488.018278847,1.206882120190089,0.5,0.3,18.0,18.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,18.0,0.0,5471488.018278847,8703320.900637811,2510865.735564107,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__hedge_fund_failure_re_survival__lp_distribution_30,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Hedge fund sleeve suffers major impairment, while real estate survives and cash-flows. | 30% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13257099.10050528,0.0,0.0,13257099.10050528,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2.0,20000000.0,20000000.0,2.0,2.0,0.04492481125386516,0.04492481125386516,0.04492481125386516,,,True,18.0,True,13289788.717360027,2520097.778790729,627937.0812666987,13289788.717360027,13917725.798626726,1.3289788717360027,1.3917725798626726,147440.01486328125,29488.00297265625,True,0,0,0,0,1,17,0,0.0,True,16571626.72759616,0.0,7250086.693323321,20000000.0,4350052.015993991,1.206882120190089,0.43750000000000006,0.26249999999999996,18.0,18.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,18.0,0.0,4850052.015993991,7658362.1869364325,2520097.778790729,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__hedge_fund_failure_re_survival__lp_distribution_40,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Hedge fund sleeve suffers major impairment, while real estate survives and cash-flows. | 40% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13257099.10050528,0.0,0.0,13257099.10050528,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2.0,20000000.0,20000000.0,2.0,2.0,0.04713517021782532,0.04713517021782532,0.04713517021782532,,,True,18.0,True,12932237.102899618,2529329.8220173456,627937.0812666987,12932237.102899618,13560174.184166318,1.2932237102899617,1.3560174184166318,147440.01486328125,29488.00297265625,True,0,0,0,0,1,17,0,0.0,True,16571626.72759616,0.0,6214360.02284856,20000000.0,3728616.0137091354,1.206882120190089,0.37499999999999994,0.22499999999999995,18.0,18.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,18.0,0.0,4228616.013709135,6613403.473235052,2529329.8220173456,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__hedge_fund_failure_re_survival__lp_distribution_50,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Hedge fund sleeve suffers major impairment, while real estate survives and cash-flows. | 50% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13257099.10050528,0.0,0.0,13257099.10050528,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2.0,20000000.0,20000000.0,2.0,2.0,0.049534341534871906,0.049534341534871906,0.049534341534871906,,,True,18.0,True,12574685.488439202,2538561.8652439676,627937.0812666987,12574685.488439202,13202622.569705902,1.2574685488439203,1.3202622569705902,147440.01486328125,29488.00297265625,True,0,0,0,0,1,17,0,0.0,True,16571626.72759616,0.0,5178633.352373798,20000000.0,3107180.01142428,1.206882120190089,0.3124999999999999,0.18749999999999997,18.0,18.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,18.0,0.0,3607180.0114242802,5568444.759533672,2538561.8652439676,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI; HF_MAJOR_DRAWDOWN
lp_distribution_strategy_sweep__hedge_fund_failure_re_survival__lp_distribution_60,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Hedge fund sleeve suffers major impairment, while real estate survives and cash-flows. | 60% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13257099.10050528,0.0,0.0,13257099.10050528,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2.0,20000000.0,20000000.0,2.0,2.0,0.05214115350035997,0.05214115350035997,0.05214115350035997,,,True,18.0,True,12217133.87397879,2547793.908470587,627937.0812666987,12217133.87397879,12845070.95524549,1.221713387397879,1.284507095524549,147440.01486328125,29488.00297265625,True,0,0,0,0,1,17,0,0.0,True,16571626.72759616,0.0,4142906.68189904,20000000.0,2485744.0091394237,1.206882120190089,0.25,0.15,18.0,18.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,18.0,0.0,2985744.0091394237,4523486.045832294,2547793.908470587,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI; HF_MAJOR_DRAWDOWN
lp_distribution_strategy_sweep__hedge_fund_failure_re_survival__lp_distribution_70,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Hedge fund sleeve suffers major impairment, while real estate survives and cash-flows. | 70% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13257099.10050528,0.0,0.0,13257099.10050528,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2.0,20000000.0,20000000.0,2.0,2.0,0.05497562753446572,0.05497562753446572,0.05497562753446572,,,True,18.0,True,11859582.25951838,2557025.9516972047,627937.0812666987,11859582.25951838,12487519.340785079,1.185958225951838,1.2487519340785078,147440.01486328125,29488.00297265625,True,0,0,0,0,1,16,0,0.0,True,16571626.72759616,0.0,3107180.01142428,20000000.0,1864308.0068545677,1.206882120190089,0.18749999999999997,0.11249999999999998,17.0,18.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,18.0,0.0,2364308.006854568,3478527.332130914,2557025.9516972047,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI; HF_MAJOR_DRAWDOWN
lp_distribution_strategy_sweep__hedge_fund_failure_re_survival__lp_distribution_80,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Hedge fund sleeve suffers major impairment, while real estate survives and cash-flows. | 80% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13257099.10050528,0.0,0.0,13257099.10050528,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2.0,20000000.0,20000000.0,2.0,2.0,0.05805865573588509,0.05805865573588509,0.05805865573588509,,,True,18.0,True,11502030.64505797,2566257.994923821,627937.0812666987,11502030.64505797,12129967.72632467,1.150203064505797,1.212996772632467,147440.01486328125,29488.00297265625,True,0,0,0,0,1,14,0,0.0,True,16571626.72759616,0.0,2071453.34094952,20000000.0,1242872.0045697119,1.206882120190089,0.125,0.075,15.0,18.0,MODERATE_YIELD,True,True,"5, 7, 10",True,0.35,0.5,True,18.0,0.0,1742872.0045697116,2433568.6184295355,2566257.994923821,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI; HF_MAJOR_DRAWDOWN
lp_distribution_strategy_sweep__hedge_fund_failure_re_survival__lp_distribution_90,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Hedge fund sleeve suffers major impairment, while real estate survives and cash-flows. | 90% of generated cash to LP, minimal reinvestment/reserve build.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,13257099.10050528,0.0,0.0,13257099.10050528,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2.0,20000000.0,20000000.0,2.0,2.0,0.06141149265865775,0.06141149265865775,0.06141149265865775,,,True,18.0,True,11144479.03059755,2575490.0381504465,627937.0812666987,11144479.03059755,11772416.11186425,1.1144479030597552,1.177241611186425,147440.01486328125,29488.00297265625,True,0,0,0,0,1,13,0,0.0,True,16571626.72759616,0.0,1035726.67047476,20000000.0,621436.0022848559,1.206882120190089,0.0625,0.0375,14.0,18.0,MODERATE_YIELD,True,True,"5, 7, 10",True,0.35,0.5,True,18.0,0.0,1121436.002284856,1388609.904728156,2575490.0381504465,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI; HF_MAJOR_DRAWDOWN
lp_distribution_strategy_sweep__real_estate_distress_crypto_success__lp_distribution_20,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Real estate underperforms while hedge fund returns are strong; tests whether liquid gains can offset property stress. | 20% of generated cash to LP, remaining cash mostly reinvested.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,4622251.914877349,0.0,0.0,4622251.914877349,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0,20000000.0,20000000.0,2.0,2.0,0.03657143438762156,0.03657143438762156,0.03657143438762156,,,True,20.0,True,126366784.66454671,0.0,310219.8468098118,126366784.66454671,126677004.51135652,12.636678466454672,12.667700451135651,96060.862524,19212.1725048,True,0,0,0,0,1,19,0,0.0,True,5039257.838769224,0.0,2519628.919384612,20000000.0,1511777.351630767,3.968838396426398,0.5,0.3,20.0,20.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,20.0,0.0,2011777.351630767,16980371.08061539,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; RE_NAV_IMPAIRMENT
lp_distribution_strategy_sweep__real_estate_distress_crypto_success__lp_distribution_30,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Real estate underperforms while hedge fund returns are strong; tests whether liquid gains can offset property stress. | 30% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,5897660.068461221,0.0,0.0,5897660.068461221,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.06157288984326437,0.06157288984326437,0.06157288984326437,,,True,12.0,True,10429642.588011552,983672.8762387335,208187.19452310214,10429642.588011552,10637829.782534653,1.0429642588011552,1.0637829782534653,96060.862524,19212.1725048,True,0,0,0,0,1,11,0,0.0,True,3501086.1091450257,0.0,1531725.172750949,20000000.0,919035.1036505696,5.7125130249607174,0.43750000000000006,0.26250000000000007,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,1419035.1036505695,16546966.18736719,983672.8762387335,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI; RE_NAV_IMPAIRMENT
